#Symbol;System Date;Change;IsinCode;Country;Mnemo;Name;MIC;Divisor;t-1 IV;t0 IV;t0 IV unround;Mkt Cap;Nr of components;Curr;FX;ISIN Underlying Price Index;ISIN Gross Return version;ISIN Net Return version;Effect Gross Total Return;Effect Net Total Return ;Stocks Effect Index;Dividend Currency Type;Calculation Type;Index Type;Return Method;Return Value;Number Of Days;Yearly Days
QS0011176854;18-07-2025;;QS0011176854;FR;REITG;Euronext IEIF REIT Europe Index GR;XPAR;;3341.580000;3359.460000;3359.4610193300000000;;;;;QS0011070230;;;0.000000000000000000;;;ECB;TR1;Indices
QS0011176847;18-07-2025;;QS0011176847;FR;REITN;Euronext IEIF REIT Europe Index NR;XPAR;;2850.270000;2865.530000;2865.5257308200000000;;;;;QS0011070230;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011159777;18-07-2025;;QS0011159777;FR;CACEW;CAC 40 Equal Weight;XPAR;821508.084563693000000;2734.390000;2742.820000;2742.8198690100000000;2253248696.8950000000000;40;EUR;1;;QS0011211214;QS0011211198;;;;ECB;EU Price;Indices
QS0011159744;18-07-2025;;QS0011159744;NL;AEXEW;AEX Equal Weight;XAMS;652139.001095119000000;3832.300000;3837.720000;3837.7228815300000000;2502728766.4380000000000;25;EUR;1;;QS0011211222;QS0011211206;;;;ECB;EU Price;Indices
QS0011158126;18-07-2025;;QS0011158126;NL;AEXDI;AEX Dividend Index;XAMS;;14.307000;14.310000;14.3065596500000000;;;;;NL0000000107;;;0.000000000000000000;;;ECB;TR6 Dividend Point Index;Indices
QS0011158118;18-07-2025;;QS0011158118;FR;CACDI;CAC 40 Dividend Index;XPAR;;221.050000;221.050000;221.0539180700000000;;;;;FR0003500008;;;0.000000000000000000;;;ECB;TR6 Dividend Point Index;Indices
QS0011131990;18-07-2025;;QS0011131990;NL;AEXGR;AEX GR;XAMS;;3644.010000;3633.550000;3633.5538638000000000;;;;;NL0000000107;;;0.000000000000000000;;;ECB;TR1;Indices
QS0011131917;18-07-2025;;QS0011131917;FR;CACMR;CAC Mid 60 GR;XPAR;;30116.400000;30318.640000;30318.6424616200000000;;;;;QS0010989117;;;0.000000000000000000;;;ECB;TR1;Indices
QS0011131909;18-07-2025;;QS0011131909;FR;CACMN;CAC Mid 60 NR;XPAR;;25053.440000;25221.680000;25221.6809437800000000;;;;;QS0010989117;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011131891;18-07-2025;;QS0011131891;FR;CACTR;CAC All-Tradable GR;XPAR;;16666.280000;16681.050000;16681.0540759900000000;;;;;FR0003999499;;;0.000000000000000000;;;ECB;TR1;Indices
QS0011131883;18-07-2025;;QS0011131883;FR;CACTN;CAC All-Tradable NR;XPAR;;12814.080000;12825.440000;12825.4368538800000000;;;;;FR0003999499;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011131859;18-07-2025;;QS0011131859;FR;PX4GR;SBF 120 GR;XPAR;;16996.090000;17011.010000;17011.0066464700000000;;;;;FR0003999481;;;0.000000000000000000;;;ECB;TR1;Indices
QS0011131842;18-07-2025;;QS0011131842;FR;PX4NR;SBF 120 NR;XPAR;;13055.490000;13066.950000;13066.9453879100000000;;;;;FR0003999481;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011131834;18-07-2025;;QS0011131834;FR;PX1GR;CAC 40 GR;XPAR;;25119.680000;25121.830000;25121.8277118000000000;;;;;FR0003500008;;;0.000000000000000000;;;ECB;TR1;Indices
QS0011131826;18-07-2025;;QS0011131826;FR;PX1NR;CAC 40 NR;XPAR;;18583.820000;18585.400000;18585.4026214900000000;;;;;FR0003500008;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011131750;18-07-2025;;QS0011131750;NL;LC1GR;Euronext Low Carbon 100 Europe PAB GR;XAMS;;297.160000;297.840000;297.8353431600000000;;;;;QS0011131735;;;0.000000000000000000;;;ECB;TR1;Indices
QS0011131743;18-07-2025;;QS0011131743;NL;LC1NR;Euronext Low Carbon 100 Europe PAB NR;XAMS;;264.630000;265.230000;265.2289337900000000;;;;;QS0011131735;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011131735;18-07-2025;;QS0011131735;NL;LC100;Euronext Low Carbon 100 Europe PAB ;XAMS;16979033006.937000000000000;161.470000;161.840000;161.8384241100000000;2747859944724.5800000000000;99;EUR;1;;QS0011131750;QS0011131743;;;;ECB;EU Price;Indices
QS0011095955;18-07-2025;;QS0011095955;FR;BIOTK;Next Biotech;XPAR;14365332.180127500000000;2567.850000;2575.770000;2575.7720831000000000;37001821593.9751000000000;62;EUR;1;;;;;;;ECB;EU Price;Indices
QS0011070230;18-07-2025;;QS0011070230;FR;REITE;Euronext IEIF REIT Europe Index;XPAR;84419720.356427400000000;1137.840000;1143.930000;1143.9279312600000000;96570076064.8033000000000;39;EUR;1;;QS0011176854;QS0011176847;;;;ECB;EU Price;Indices
QS0011040902;18-07-2025;;QS0011040902;FR;ALASI;Euronext Growth All-Share Index;XPAR;36226240.759618900000000;932.080000;934.280000;934.2785203100000000;33845398613.1117000000000;556;EUR;1;;QS0011227186;QS0011227178;;;;ECB;EU Price;Indices
QS0011019005;18-07-2025;;QS0011019005;BE;BEUT;BEL Utilities NR;XBRU;;2197.760000;2210.900000;2210.8998679000000000;;;;;QS0011225164;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011017827;18-07-2025;;QS0011017827;FR;FRTEC;CAC Technology;XPAR;77967379.278749400000000;1464.980000;1465.170000;1465.1698415700000000;114235452745.1000000000000;33;EUR;1;;;QS0011223896;;;;ECB;EU Price;Indices
QS0011017801;18-07-2025;;QS0011017801;FR;FRFIN;CAC Financials;XPAR;275029642.277382000000000;1250.280000;1260.120000;1260.1242602300000000;346571524515.0980000000000;40;EUR;1;;;QS0011224373;;;;ECB;EU Price;Indices
QS0011017785;18-07-2025;;QS0011017785;FR;FRUT;CAC Utilities;XPAR;90015711.425139500000000;821.060000;826.800000;826.8006484400000000;74425048575.9540000000000;12;EUR;1;;;QS0011224084;;;;ECB;EU Price;Indices
QS0011017769;18-07-2025;;QS0011017769;FR;FRTEL;CAC Telecommunications;XPAR;46719390.837611900000000;848.020000;850.230000;850.2349227000000000;39722457657.5786000000000;6;EUR;1;;;QS0011223920;;;;ECB;EU Price;Indices
QS0011017736;18-07-2025;;QS0011017736;FR;FRCS;CAC Consumer Staples;XPAR;107284704.697054000000000;837.210000;843.410000;843.4099805800000000;90484990705.2686000000000;16;EUR;1;;;QS0011224290;;;;ECB;EU Price;Indices
QS0011017702;18-07-2025;;QS0011017702;FR;FRHC;CAC Health Care;XPAR;137375272.208583000000000;2059.360000;2052.630000;2052.6306421800000000;281980693213.7810000000000;42;EUR;1;;;QS0011224498;;;;ECB;EU Price;Indices
